        6690
    1     55     27     35      6    0.3966690770E+00     -233.29939
    2     39     37     60     16    0.7232944655E+01      480.60239
    3     53     37     18     16    0.7220889252E+01      479.80135
    4     61     32     41     11    0.3110307720E+02      472.01825
    5     64     37     39     16   -0.1557041452E+02      508.39981
    6     18     37     49     16   -0.1498604008E+02      489.31902
    7     41     32     61     11    0.3112254952E+02      472.03363
    8     60     27     41      6    0.3332406294E+02      461.86806
    9     20     27     53      6    0.3439371942E+02      476.69339
   10     41     27     60      6    0.3354454308E+02      460.45853
   11     19     27     36      6   -0.1093379997E+01      212.64283
   12     39     37     59     16    0.5090062933E+01      482.20036
   13     54     37     18     16    0.5069533544E+01      480.25553
   14      3     37     28     16   -0.6140776803E+00      126.67640
   15     52     32     59     11   -0.2297723677E+01      296.11133
   16     22     32     28     11   -0.1650254106E+01      225.44048
   17     18     32     58     11   -0.1824575076E+01      291.17606
   18     49     32     59     11   -0.3424867092E+01      325.94191
   19     54     32     64     11   -0.3838965201E+01      365.35130
   20     25     37     32     16   -0.1892439638E+01      415.68711
   21     58     37     63     16   -0.3923260482E+01      375.09670
   22     50     37     55     16   -0.4459768177E+01      426.39135
   23     38     37     59     16    0.2220606993E+01      482.81722
   24     54     37     17     16    0.2211065032E+01      480.74255
   25     10     27     15      6   -0.1442992731E+01      468.71937
   26     53     37     58     16   -0.8725671211E+01      431.12095
   27     55     37     60     16   -0.8525658307E+01      421.23864
   28      4     37     28     16   -0.9619374451E+00      175.30441
   29     18     27     36      6   -0.1309180389E+01      232.57451
   30     56     37     42     16   -0.8020214155E+01      415.93581
   31     36     27     31      6    0.1484795157E+00      -48.22978
   32     21     37     57     16   -0.8398382484E+01      435.54798
   33     17     27     37      6   -0.1294264886E+01      256.83803
   34     41     32     60     11    0.3149688947E+02      477.71122
   35      6     37     26     16   -0.1600270298E+01      326.39400
   36      5     37     27     16   -0.1185561589E+01      241.80927
   37     50     32     59     11   -0.3286558768E+01      325.13488
   38     11     27     19      6   -0.1744408312E+01      490.11855
   39     40     27     32      6    0.5469812825E-01      -15.36829
   40     64     32     35     11   -0.6774883626E+01      395.67979
   41     60     32     40     11    0.2018777498E+02      485.96125
   42     19     32     53     11    0.2008299215E+02      483.43891
   43     60     32     41     11    0.3095947692E+02      481.70323
   44     39     37     61     16    0.7182250429E+01      477.23394
   45      6     37     27     16   -0.1711791995E+01      286.47800
   46     61     27     41      6    0.3308136400E+02      452.69668
   47     20     27     52      6    0.3462062545E+02      473.76046
   48     41     27     61      6    0.3293341898E+02      452.06976
   49     21     27     36      6   -0.8621340357E+00      186.67402
   50     52     27     20      6    0.3462762232E+02      475.32572
   51     51     32     59     11   -0.2941752376E+01      317.76435
   52     17     32     57     11   -0.1632055783E+01      298.15894
   53     54     37     59     16   -0.8931672373E+01      427.21867
   54     53     32     19     11    0.2112173857E+02      479.20772
   55     24     37     32     16   -0.2122489697E+01      340.56735
   56     11     37      3     16   -0.3597536725E+01      577.24829
   57     38     37     60     16    0.2959023516E+01      480.74614
   58     53     37     17     16    0.2954735028E+01      480.04940
   59     10     37      1     16   -0.2454866557E+01      699.05702
   60     50     27     34      6   -0.2392522680E+01      227.58668
   61     22     37     31     16   -0.4310177959E+00      122.73825
   62     54     32     40     11   -0.2099213726E+01      271.53619
   63     19     32     59     11   -0.2347115297E+01      303.60259
   64     14     32     50     11   -0.7864189112E+01      496.71406
   65     63     32     35     11   -0.6068399136E+01      383.28925
   66     17     27     36      6   -0.1606156916E+01      255.04018
   67     12     27     64      6   -0.5926766695E+01      442.13936
   68     53     32     64     11   -0.4397151668E+01      363.88496
   69     49     32     60     11   -0.3974315437E+01      328.89328
   70     53     37     19     16    0.1372089845E+02      479.72886
   71     33     37     35     16   -0.1430932202E+01     2709.84102
   72     54     27     35      6   -0.2714243516E+00       77.44107
   73     14     37     12     16   -0.3581759499E+00      678.29900
   74     52     37     56     16   -0.6065292150E+01      430.97327
   75     21     27     35      6   -0.1295558077E+01      204.38390
   76     27     37     33     16   -0.4324476045E+01      539.84967
   77     53     32     42     11   -0.2609351507E+01      301.74213
   78     21     32     60     11   -0.2637135241E+01      304.95500
   79     12     37      6     16   -0.4239412852E+01      529.23074
   80     53     27     35      6   -0.8272500145E+00      164.41274
   81     56     37     41     16   -0.9967969852E+01      425.51835
   82     59     32     39     11    0.9594535645E+01      520.14587
   83     22     32     54     11   -0.4728597982E+00      203.73754
   84     59     32      1     11   -0.1327181847E+01      571.83285
   85     10     27     16      6   -0.2948725145E+01      474.91070
   86     14     32     51     11   -0.7243111922E+01      489.78866
   87     62     32     35     11   -0.5422936588E+01      366.70603
   88     37     27     31      6   -0.7885980211E+00      127.00866
   89     22     32     55     11   -0.6626944371E+00      217.74609
   90     58     32      1     11   -0.1720464521E+01      565.30490
   91     23     32     54     11   -0.4780637211E+00      210.12196
   92     59     32      2     11   -0.1271613862E+01      558.90876
   93     60     27     40      6    0.2279061808E+02      455.45134
   94     19     27     53      6    0.2380174382E+02      475.65784
   95     41     27     32      6   -0.2138110481E+00       48.53037
   96     40     27     60      6    0.2304135031E+02      452.07523
   97     53     27     19      6    0.2413097392E+02      473.45383
   98     61     32     40     11    0.2034150959E+02      471.25122
   99     58     37     40     16   -0.5570202494E+01      412.80259
  100     19     32     52     11    0.2054475218E+02      475.95974
  101     58     32      2     11   -0.1645888555E+01      554.83402
  102     19     37     55     16   -0.5982276585E+01      443.34102
  103     23     37     32     16   -0.2261713637E+01      301.69266
  104     19     27     35      6   -0.1509204261E+01      221.22040
  105     11     37      2     16   -0.4256147899E+01      567.73260
  106     24     32     54     11   -0.4896141682E+00      221.87682
  107     11     27     64      6   -0.7564186227E+01      444.91549
  108     59     32      3     11   -0.1206211344E+01      546.61477
  109     49     27     32      6   -0.3687518833E+01      216.89501
  110     57     37     62     16   -0.6471126318E+01      398.85476
  111     51     37     56     16   -0.7042652319E+01      434.08137
  112     24     32     55     11   -0.6711749174E+00      234.54608
  113     58     32      3     11   -0.1558594129E+01      544.66001
  114     40     32     61     11    0.2064322435E+02      468.35124
  115     18     27     37      6   -0.9772059047E+00      225.89184
  116     16     27     39      6   -0.1301685303E+01      300.89880
  117     36     37     59     16   -0.1718255263E+01      483.30449
  118     54     37     15     16   -0.1712764611E+01      481.76010
  119     50     27     33      6   -0.2916999629E+01      222.30450
  120     61     32     35     11   -0.4992316992E+01      349.40788
  121     60     32      1     11   -0.9654140632E+00      578.85359
  122     38     37     61     16    0.2929892306E+01      476.01326
  123     22     32     56     11   -0.8557132460E+00      224.22688
  124     12     37      5     16   -0.5401805084E+01      523.09282
  125     53     27     36      6   -0.3225736996E+00      101.63484
  126     57     32      1     11   -0.2134724317E+01      559.37263
  127     40     37     59     16    0.8720150073E+01      480.96312
  128     54     37     19     16    0.8689219753E+01      479.25715
  129     53     32     63     11   -0.4192682642E+01      352.27899
  130     16     27     36      6   -0.2001314018E+01      278.57852
  131     50     32     60     11   -0.3948054610E+01      331.72477
  132     25     32     54     11   -0.5021935983E+00      238.07397
  133     59     32      4     11   -0.1128751697E+01      535.10518
  134     25     32     55     11   -0.6784259415E+00      249.26171
  135     23     32     53     11   -0.3049070945E+00      184.43403
  136     58     32      4     11   -0.1455971102E+01      534.94099
  137     60     32      2     11   -0.9287014166E+00      561.75846
  138     11     27     50      6   -0.2796710081E+01      546.48897
  139      6     37     25     16   -0.1543080183E+01      381.15382
  140     23     32     56     11   -0.8536537455E+00      230.14663
  141     57     32      2     11   -0.2041680190E+01      550.44076
  142     59     32     38     11    0.5931141375E+01      579.04361
  143     17     32     54     11    0.5298067103E+01      517.23804
  144     61     37     41     16    0.2184633663E+02      474.19365
  145     20     32     60     11   -0.2957384661E+01      316.88716
  146     18     27     35      6   -0.1710116589E+01      235.05196
  147     11     27     18      6   -0.1101933345E+01      494.15475
  148     60     32     39     11    0.1315728928E+02      496.92599
  149     18     32     53     11    0.1287429547E+02      486.23785
  150     24     32     53     11   -0.3214915499E+00      198.37817
  151     24     32     56     11   -0.8578576943E+00      240.37754
  152     60     32      3     11   -0.8849003547E+00      546.03273
  153     60     32     36     11   -0.1999505008E+00       52.57386
  154     57     32      3     11   -0.1933012268E+01      541.64314
  155     50     32     58     11   -0.2392820615E+01      307.71394
  156     15     32     53     11   -0.1570366050E+01      412.90321
  157      7     27      8      6    0.1481009581E+00      969.15931
  158     54     37     60     16   -0.1223959207E+02      432.42652
  159     53     37     59     16   -0.1235246643E+02      436.41438
  160     10     27     17      6   -0.3957841079E+01      476.75441
  161     53     32     61     11   -0.3335969750E+01      325.77527
  162     52     32     60     11   -0.3306397962E+01      322.88743
  163     38     27     31      6   -0.1378220641E+01      166.01798
  164     26     32     55     11   -0.6781808887E+00      267.14067
  165     58     32      5     11   -0.1334870948E+01      525.81593
  166     53     32     60     11   -0.1336706432E+01      234.78193
  167     26     32     54     11   -0.5089833616E+00      257.54492
  168     59     32      5     11   -0.1036567575E+01      524.50184
  169     15     32     54     11   -0.2659515893E+01      411.86472
  170     57     37     40     16   -0.1018557151E+02      431.72182
  171     59     32     36     11   -0.1205830496E+01      186.74039
  172     19     37     56     16   -0.1063140602E+02      450.61879
